"","Date","Price","Open","High","Low","Vol.","Return"
"304",2021-11-14,2552,"2,759.00","2,759.00","2,430.00",NA,-9.08
"305",2021-11-21,2767,"2,645.00","2,767.00","2,645.00",NA,8.42
"306",2021-11-28,3171,"2,881.00","3,171.00","2,881.00",NA,14.6
"307",2021-12-05,3272,"3,235.00","3,423.00","3,235.00",NA,3.19
"308",2021-12-12,2379,"3,216.00","3,216.00","2,379.00",NA,-27.29
"309",2021-12-19,2217,"2,371.00","2,371.00","2,217.00",NA,-6.81
"310",2022-01-02,2289,"2,285.00","2,296.00","2,285.00",NA,3.25
"311",2022-01-09,1764,"2,277.00","2,277.00","1,764.00",NA,-22.94
"312",2022-01-16,1415,"1,731.00","1,731.00","1,415.00",NA,-19.78
"313",2022-01-23,1381,"1,391.00","1,391.00","1,296.00",NA,-2.4
"314",2022-01-30,1423,"1,418.00","1,440.00","1,418.00",NA,3.04
"315",2022-02-06,1977,"1,422.00","1,977.00","1,422.00",NA,38.93
"316",2022-02-13,1964,"1,984.00","1,984.00","1,886.00",NA,-0.66
"317",2022-02-20,2076,"2,045.00","2,244.00","2,045.00",NA,5.7
"318",2022-02-27,2148,"2,040.00","2,148.00","2,040.00",NA,3.47
"319",2022-03-06,2718,"2,235.00","2,718.00","2,235.00",NA,26.54
"320",2022-03-13,2605,"2,727.00","2,727.00","2,588.00",NA,-4.16
"321",2022-03-20,2544,"2,589.00","2,589.00","2,544.00",NA,-2.34
"322",2022-03-27,2357,"2,484.00","2,484.00","2,357.00",NA,-7.35
"323",2022-04-03,2055,"2,307.00","2,307.00","2,055.00",NA,-12.81
"324",2022-04-10,2137,"2,031.00","2,137.00","2,031.00",NA,3.99
"325",2022-04-17,2307,"2,115.00","2,307.00","2,115.00",NA,7.96
"326",2022-04-24,2404,"2,356.00","2,425.00","2,356.00",NA,4.2
"327",2022-05-01,2718,"2,412.00","2,718.00","2,412.00",NA,13.06
"328",2022-05-08,3104,"2,831.00","3,117.00","2,831.00",NA,14.2
"329",2022-05-15,3344,"3,085.00","3,344.00","3,085.00",NA,7.73
