"","Date","Price","Open","High","Low","Vol.","Return"
"486",2025-04-20,153.05,"145.80","153.09","142.53","1.93M",4.35
"487",2025-04-27,157.21,"153.24","157.59","151.20","1.77M",2.72
"488",2025-05-04,156.78,"156.54","157.93","155.05","1.56M",-0.27
"489",2025-05-11,163.51,"160.38","163.53","159.23","2.40M",4.29
"490",2025-05-18,160.96,"162.21","164.01","159.63","2.04M",-1.56
"491",2025-05-25,163.31,"162.85","164.00","161.91","1.51M",1.46
"492",2025-06-01,165.85,"163.11","166.17","162.55","1.43M",1.56
"493",2025-06-08,165,"166.03","167.13","164.69","1.27M",-0.51
"494",2025-06-15,163.02,"164.89","165.95","162.78","1.28M",-1.2
"495",2025-06-22,168.59,"162.80","169.03","162.42","1.49M",3.42
"496",2025-06-29,170.87,"168.99","171.02","168.59","1.44M",1.35
"497",2025-07-06,170.11,"170.15","171.21","168.79","1.21M",-0.44
"498",2025-07-13,170.81,"169.82","171.52","168.55","1.56M",0.41
"499",2025-07-20,173.75,"171.15","173.86","170.61","2.45M",1.72
"500",2025-07-27,168.96,"173.43","173.51","168.23","2.03M",-2.76
"501",2025-08-03,173.63,"170.26","173.78","170.26","1.07M",2.76
"502",2025-08-10,175.72,"173.51","176.23","172.90","819.74K",1.2
"503",2025-08-17,176.56,"175.51","176.90","173.50","1.34M",0.48
"504",2025-08-24,175.88,"176.22","176.98","175.07","1.39M",-0.39
"505",2025-08-31,176.43,"173.67","177.80","173.17","756.55K",0.31
"506",2025-09-07,179.25,"177.19","179.62","176.74","1.02M",1.6
"507",2025-09-14,181.04,"179.87","181.16","178.50","845.79K",1
"508",2025-09-21,180.3,"180.62","182.07","178.50","1.11M",-0.41
"509",2025-09-28,183.01,"180.98","183.78","180.47","1.20M",1.5
"510",2025-10-05,178.2,"183.66","183.91","178.12","1.71M",-2.63
"511",2025-10-12,181.64,"179.91","182.67","178.39","4.49M",1.93
"512",2025-10-19,184.29,"182.47","184.61","180.94","2.64M",1.46
"513",2025-10-26,185.03,"185.63","187.07","184.29","1.33M",0.4
"514",2025-11-02,182.56,"185.86","185.86","180.13","2.55M",-1.33
"515",2025-11-09,183.19,"184.13","186.48","181.20","1.48M",0.35
"516",2025-11-16,179.18,"182.40","183.37","177.15","2.22M",-2.19
"517",2025-11-23,185.66,"179.98","185.77","179.61","2.59M",3.62
"518",2025-11-30,186.58,"184.57","187.34","184.57","1.69M",0.5
"519",2025-12-07,186.09,"186.86","187.95","185.43","2.75M",-0.26
"520",2025-12-14,185.18,"187.36","187.36","182.23","3.21M",-0.49
"521",2025-12-21,187.81,"185.95","188.00","185.69","1.12M",1.42
"522",2025-12-28,186.51,"187.04","187.49","185.59","1.54M",-0.69
"523",2026-01-04,189.53,"187.33","189.77","187.33","2.43M",1.62
"524",2026-01-11,189.21,"189.03","190.13","188.04","1.63M",-0.17
"525",2026-01-18,188.86,"186.61","189.13","185.49","2.74M",-0.18
"526",2026-01-25,189.63,"189.47","191.56","188.41","2.09M",0.41
"527",2026-02-01,190.24,"189.26","190.95","186.13","2.76M",0.32
"528",2026-02-08,189.4,"190.28","192.84","188.24","1.75M",-0.44
"529",2026-02-15,191.19,"188.53","191.41","187.50","891.30K",0.95
"530",2026-02-22,190.84,"190.91","192.53","189.00","2.00M",-0.18
"531",2026-03-01,184.98,"188.22","190.65","183.76","3.62M",-3.07
"532",2026-03-08,181.75,"182.97","188.35","181.47","3.26M",-1.75
"533",2026-03-15,178,"183.62","185.45","177.01","1.85M",-2.06
"534",2026-03-22,175.42,"180.87","182.53","175.00","3.82M",-1.45
"535",2026-03-29,181.72,"177.05","182.76","174.24","4.94M",3.59
"536",2026-04-05,188.38,"181.79","189.19","180.19","2.02M",3.66
"537",2026-04-12,195.79,"187.58","196.48","187.37","3.72M",3.93
"538",2026-04-19,195.27,"195.21","195.66","192.15","7.33M",-0.27
"539",2026-04-26,196.76,"195.14","197.88","193.02","20.46M",0.76
"540",2026-05-03,200.64,"196.28","200.97","194.92","4.86M",1.97
"541",2026-05-10,199.92,"200.36","203.17","198.74","2.65M",-0.36
"542",2026-05-17,202.54,"200.61","203.34","198.41","4.41M",1.31
"543",2026-05-24,204.93,"204.09","205.65","203.22","3.81M",1.18
"544",2026-05-31,200.38,"204.37","206.33","199.85","3.35M",-2.22
"545",2026-06-07,202.32,"201.90","203.09","196.71","2.41M",0.97
"546",2026-06-14,203.63,"203.62","204.45","203.46","1.17M",0.65
